Owner_Name,Account_Name,Stage,Closing_Date,Amount,Close_Month,Close_Year,Year,Month,Month_Name,Day_of_Week,Quarter
Anna Snelling,Globex Corporation,Lost,2017-09-16,0.0,9.0,2017.0,2017.0,9.0,Sep,Saturday,Q3
Anna Snelling,Rangreen,Won,2017-09-13,49.0,9.0,2017.0,2017.0,9.0,Sep,Wednesday,Q3
Cassey Cress,Silis,Lost,2017-09-11,0.0,9.0,2017.0,2017.0,9.0,Sep,Monday,Q3
Cecily Lampkin,Streethex,Won,2017-09-25,1001.0,9.0,2017.0,2017.0,9.0,Sep,Monday,Q3
Corliss Cosme,The New York Inquirer,Won,2017-09-16,3777.0,9.0,2017.0,2017.0,9.0,Sep,Saturday,Q3
Daniell Hammack,Initech,Won,2017-08-17,892.0,8.0,2017.0,2017.0,8.0,Aug,Thursday,Q3
Daniell Hammack,Iselectrics,Won,2017-06-19,5353.0,6.0,2017.0,2017.0,6.0,Jun,Monday,Q2
Darcel Schlecht,Betatech,Won,2017-06-24,4410.0,6.0,2017.0,2017.0,6.0,Jun,Saturday,Q2
Darcel Schlecht,Konmatfix,Won,2017-09-03,3768.0,9.0,2017.0,2017.0,9.0,Sep,Sunday,Q3
Donn Cantrell,Bluth Company,Lost,2017-08-29,0.0,8.0,2017.0,2017.0,8.0,Aug,Tuesday,Q3
James Ascencio,J-Texon,Won,2017-08-10,507.0,8.0,2017.0,2017.0,8.0,Aug,Thursday,Q3
Jonathan Berthelot,Zumgoity,Won,2017-09-20,1144.0,9.0,2017.0,2017.0,9.0,Sep,Wednesday,Q3
Kary Hendrixson,Cheers,Won,2017-09-22,44.0,9.0,2017.0,2017.0,9.0,Sep,Friday,Q3
Lajuana Vencill,Treequote,Won,2017-06-27,3470.0,6.0,2017.0,2017.0,6.0,Jun,Tuesday,Q2
Markita Hansen,Dalttechnology,Engaging,,472.0,-1.0,-1.0,,,,,
Markita Hansen,Cheers,Won,2017-09-26,29166.0,9.0,2017.0,2017.0,9.0,Sep,Tuesday,Q3
Markita Hansen,Kan-code,Won,2017-08-10,1045.0,8.0,2017.0,2017.0,8.0,Aug,Thursday,Q3
Maureen Marcano,Fasehatice,Won,2017-09-12,951.0,9.0,2017.0,2017.0,9.0,Sep,Tuesday,Q3
Rosie Papadopoulos,Zoomit,Engaging,,472.0,-1.0,-1.0,,,,,
Versie Hillebrand,Stanredtax,Won,2017-08-20,43.0,8.0,2017.0,2017.0,8.0,Aug,Sunday,Q3
Versie Hillebrand,Zumgoity,Won,2017-06-15,55.0,6.0,2017.0,2017.0,6.0,Jun,Thursday,Q2
Vicki Laflamme,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Cassey Cress,Kan-code,Won,2017-08-17,4294.0,8.0,2017.0,2017.0,8.0,Aug,Thursday,Q3
Cecily Lampkin,Streethex,Won,2017-08-29,4961.0,8.0,2017.0,2017.0,8.0,Aug,Tuesday,Q3
Corliss Cosme,Betasoloin,Engaging,,472.0,-1.0,-1.0,,,,,
Corliss Cosme,Iselectrics,Lost,2017-08-18,0.0,8.0,2017.0,2017.0,8.0,Aug,Friday,Q3
Daniell Hammack,Ontomedia,Won,2017-09-23,4506.0,9.0,2017.0,2017.0,9.0,Sep,Saturday,Q3
Donn Cantrell,Zencorporation,Lost,2017-06-26,0.0,6.0,2017.0,2017.0,6.0,Jun,Monday,Q2
Elease Gluck,Singletechno,Won,2017-08-22,608.0,8.0,2017.0,2017.0,8.0,Aug,Tuesday,Q3
Garret Kinder,Zathunicon,Won,2017-09-20,851.0,9.0,2017.0,2017.0,9.0,Sep,Wednesday,Q3
Gladys Colclough,Inity,Won,2017-09-20,1143.0,9.0,2017.0,2017.0,9.0,Sep,Wednesday,Q3
Gladys Colclough,Globex Corporation,Won,2017-06-25,6365.0,6.0,2017.0,2017.0,6.0,Jun,Sunday,Q2
Hayden Neloms,Fasehatice,Won,2017-08-21,54.0,8.0,2017.0,2017.0,8.0,Aug,Monday,Q3
Kary Hendrixson,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Kary Hendrixson,Sunnamplex,Lost,2017-08-14,0.0,8.0,2017.0,2017.0,8.0,Aug,Monday,Q3
Kary Hendrixson,Sonron,Won,2017-06-29,4798.0,6.0,2017.0,2017.0,6.0,Jun,Thursday,Q2
Markita Hansen,Doncon,Lost,2017-08-29,0.0,8.0,2017.0,2017.0,8.0,Aug,Tuesday,Q3
Markita Hansen,Fasehatice,Won,2017-06-25,4733.0,6.0,2017.0,2017.0,6.0,Jun,Sunday,Q2
Maureen Marcano,Cheers,Won,2017-08-29,1250.0,8.0,2017.0,2017.0,8.0,Aug,Tuesday,Q3
Maureen Marcano,Faxquote,Won,2017-09-01,5966.0,9.0,2017.0,2017.0,9.0,Sep,Friday,Q3
Niesha Huffines,Domzoom,Won,2017-09-10,61.0,9.0,2017.0,2017.0,9.0,Sep,Sunday,Q3
Rosalina Dieter,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Rosalina Dieter,Funholding,Engaging,,472.0,-1.0,-1.0,,,,,
Rosie Papadopoulos,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Vicki Laflamme,Scotfind,Won,2017-09-20,48.0,9.0,2017.0,2017.0,9.0,Sep,Wednesday,Q3
Violet Mclelland,Isdom,Engaging,,472.0,-1.0,-1.0,,,,,
Violet Mclelland,Zathunicon,Won,2017-09-21,53.0,9.0,2017.0,2017.0,9.0,Sep,Thursday,Q3
Zane Levy,Cheers,Lost,2017-06-20,0.0,6.0,2017.0,2017.0,6.0,Jun,Tuesday,Q2
Zane Levy,Doncon,Won,2017-08-18,51.0,8.0,2017.0,2017.0,8.0,Aug,Friday,Q3
Zane Levy,Cheers,Won,2017-09-04,3314.0,9.0,2017.0,2017.0,9.0,Sep,Monday,Q3
Anna Snelling,Treequote,Lost,2017-08-20,0.0,8.0,2017.0,2017.0,8.0,Aug,Sunday,Q3
Anna Snelling,Genco Pura Olive Oil Company,Won,2017-09-25,64.0,9.0,2017.0,2017.0,9.0,Sep,Monday,Q3
Anna Snelling,Isdom,Won,2017-06-24,58.0,6.0,2017.0,2017.0,6.0,Jun,Saturday,Q2
Cassey Cress,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Cassey Cress,Mathtouch,Lost,2017-08-22,0.0,8.0,2017.0,2017.0,8.0,Aug,Tuesday,Q3
Cassey Cress,Massive Dynamic,Won,2017-08-04,4598.0,8.0,2017.0,2017.0,8.0,Aug,Friday,Q3
Cassey Cress,Mathtouch,Won,2017-06-19,3424.0,6.0,2017.0,2017.0,6.0,Jun,Monday,Q2
Cassey Cress,Umbrella Corporation,Won,2017-09-30,3399.0,9.0,2017.0,2017.0,9.0,Sep,Saturday,Q3
Daniell Hammack,Betasoloin,Lost,2017-09-07,0.0,9.0,2017.0,2017.0,9.0,Sep,Thursday,Q3
Darcel Schlecht,Konmatfix,Lost,2017-09-04,0.0,9.0,2017.0,2017.0,9.0,Sep,Monday,Q3
Darcel Schlecht,Betatech,Lost,2017-08-16,0.0,8.0,2017.0,2017.0,8.0,Aug,Wednesday,Q3
Darcel Schlecht,Treequote,Won,2017-09-10,5322.0,9.0,2017.0,2017.0,9.0,Sep,Sunday,Q3
Donn Cantrell,Donquadtech,Won,2017-08-28,496.0,8.0,2017.0,2017.0,8.0,Aug,Monday,Q3
Garret Kinder,Bubba Gump,Won,2017-08-27,3279.0,8.0,2017.0,2017.0,8.0,Aug,Sunday,Q3
Gladys Colclough,Scottech,Lost,2017-09-28,0.0,9.0,2017.0,2017.0,9.0,Sep,Thursday,Q3
James Ascencio,Scotfind,Won,2017-06-27,68.0,6.0,2017.0,2017.0,6.0,Jun,Tuesday,Q2
Jonathan Berthelot,Treequote,Lost,2017-08-23,0.0,8.0,2017.0,2017.0,8.0,Aug,Wednesday,Q3
Kary Hendrixson,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Maureen Marcano,Zoomit,Engaging,,472.0,-1.0,-1.0,,,,,
Niesha Huffines,Funholding,Lost,2017-08-21,0.0,8.0,2017.0,2017.0,8.0,Aug,Monday,Q3
Versie Hillebrand,Bioholding,Won,2017-06-15,59.0,6.0,2017.0,2017.0,6.0,Jun,Thursday,Q2
Vicki Laflamme,Fasehatice,Won,2017-06-26,3205.0,6.0,2017.0,2017.0,6.0,Jun,Monday,Q2
Wilburn Farren,Mathtouch,Lost,2017-06-27,0.0,6.0,2017.0,2017.0,6.0,Jun,Tuesday,Q2
Zane Levy,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Anna Snelling,Globex Corporation,Won,2017-06-23,55.0,6.0,2017.0,2017.0,6.0,Jun,Friday,Q2
Cassey Cress,Bubba Gump,Lost,2017-09-17,0.0,9.0,2017.0,2017.0,9.0,Sep,Sunday,Q3
Corliss Cosme,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Corliss Cosme,Ganjaflex,Won,2017-09-02,525.0,9.0,2017.0,2017.0,9.0,Sep,Saturday,Q3
Darcel Schlecht,Isdom,Won,2017-08-25,3455.0,8.0,2017.0,2017.0,8.0,Aug,Friday,Q3
Elease Gluck,Faxquote,Won,2017-06-25,3110.0,6.0,2017.0,2017.0,6.0,Jun,Sunday,Q2
Garret Kinder,Kinnamplus,Lost,2017-06-27,0.0,6.0,2017.0,2017.0,6.0,Jun,Tuesday,Q2
Hayden Neloms,Scotfind,Won,2017-09-11,5053.0,9.0,2017.0,2017.0,9.0,Sep,Monday,Q3
Hayden Neloms,Groovestreet,Won,2017-06-28,3539.0,6.0,2017.0,2017.0,6.0,Jun,Wednesday,Q2
James Ascencio,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Jonathan Berthelot,Rundofase,Won,2017-08-23,580.0,8.0,2017.0,2017.0,8.0,Aug,Wednesday,Q3
Kami Bicknell,Rantouch,Lost,2017-06-20,0.0,6.0,2017.0,2017.0,6.0,Jun,Tuesday,Q2
Lajuana Vencill,Warephase,Won,2017-06-17,3468.0,6.0,2017.0,2017.0,6.0,Jun,Saturday,Q2
Markita Hansen,Treequote,Engaging,,472.0,-1.0,-1.0,,,,,
Markita Hansen,Conecom,Engaging,,472.0,-1.0,-1.0,,,,,
Niesha Huffines,Ron-tech,Won,2017-09-19,54.0,9.0,2017.0,2017.0,9.0,Sep,Tuesday,Q3
Reed Clapper,Bluth Company,Lost,2017-06-27,0.0,6.0,2017.0,2017.0,6.0,Jun,Tuesday,Q2
Versie Hillebrand,Scottech,Lost,2017-08-11,0.0,8.0,2017.0,2017.0,8.0,Aug,Friday,Q3
Violet Mclelland,Gekko & Co,Lost,2017-08-20,0.0,8.0,2017.0,2017.0,8.0,Aug,Sunday,Q3
Boris Faz,Zotware,Won,2017-06-28,6040.0,6.0,2017.0,2017.0,6.0,Jun,Wednesday,Q2
Cassey Cress,The New York Inquirer,Won,2017-09-01,5857.0,9.0,2017.0,2017.0,9.0,Sep,Friday,Q3
Cecily Lampkin,dambase,Won,2017-06-25,3785.0,6.0,2017.0,2017.0,6.0,Jun,Sunday,Q2
Corliss Cosme,Zathunicon,Lost,2017-09-19,0.0,9.0,2017.0,2017.0,9.0,Sep,Tuesday,Q3
Daniell Hammack,Initech,Won,2017-06-26,420.0,6.0,2017.0,2017.0,6.0,Jun,Monday,Q2
Daniell Hammack,Xx-zobam,Won,2017-06-20,4939.0,6.0,2017.0,2017.0,6.0,Jun,Tuesday,Q2
Darcel Schlecht,Scottech,Won,2017-06-30,4564.0,6.0,2017.0,2017.0,6.0,Jun,Friday,Q2
Darcel Schlecht,Rangreen,Won,2017-09-09,2683.0,9.0,2017.0,2017.0,9.0,Sep,Saturday,Q3
Elease Gluck,Cheers,Won,2017-06-30,25464.0,6.0,2017.0,2017.0,6.0,Jun,Friday,Q2
Jonathan Berthelot,Hottechi,Won,2017-09-09,460.0,9.0,2017.0,2017.0,9.0,Sep,Saturday,Q3
Jonathan Berthelot,Rundofase,Won,2017-06-28,546.0,6.0,2017.0,2017.0,6.0,Jun,Wednesday,Q2
Jonathan Berthelot,Conecom,Won,2017-09-25,918.0,9.0,2017.0,2017.0,9.0,Sep,Monday,Q3
Lajuana Vencill,Domzoom,Lost,2017-06-29,0.0,6.0,2017.0,2017.0,6.0,Jun,Thursday,Q2
Lajuana Vencill,Toughzap,Won,2017-08-02,3018.0,8.0,2017.0,2017.0,8.0,Aug,Wednesday,Q3
Markita Hansen,Sonron,Won,2017-08-24,52.0,8.0,2017.0,2017.0,8.0,Aug,Thursday,Q3
Maureen Marcano,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Reed Clapper,Bioplex,Won,2017-08-04,50.0,8.0,2017.0,2017.0,8.0,Aug,Friday,Q3
Rosalina Dieter,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Rosie Papadopoulos,Xx-zobam,Won,2017-09-13,524.0,9.0,2017.0,2017.0,9.0,Sep,Wednesday,Q3
Rosie Papadopoulos,Xx-zobam,Won,2017-06-29,3306.0,6.0,2017.0,2017.0,6.0,Jun,Thursday,Q2
Vicki Laflamme,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Vicki Laflamme,Hatfan,Won,2017-06-22,54.0,6.0,2017.0,2017.0,6.0,Jun,Thursday,Q2
Vicki Laflamme,Hottechi,Won,2017-06-28,53.0,6.0,2017.0,2017.0,6.0,Jun,Wednesday,Q2
Wilburn Farren,Zencorporation,Won,2017-08-29,514.0,8.0,2017.0,2017.0,8.0,Aug,Tuesday,Q3
Zane Levy,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Cassey Cress,Bluth Company,Engaging,,472.0,-1.0,-1.0,,,,,
Daniell Hammack,Konex,Won,2017-06-25,985.0,6.0,2017.0,2017.0,6.0,Jun,Sunday,Q2
Darcel Schlecht,Conecom,Won,2017-08-11,5843.0,8.0,2017.0,2017.0,8.0,Aug,Friday,Q3
Darcel Schlecht,Genco Pura Olive Oil Company,Won,2017-09-17,4577.0,9.0,2017.0,2017.0,9.0,Sep,Sunday,Q3
Darcel Schlecht,Isdom,Won,2017-06-24,3323.0,6.0,2017.0,2017.0,6.0,Jun,Saturday,Q2
Donn Cantrell,Betasoloin,Lost,2017-08-31,0.0,8.0,2017.0,2017.0,8.0,Aug,Thursday,Q3
Donn Cantrell,Ontomedia,Won,2017-09-17,483.0,9.0,2017.0,2017.0,9.0,Sep,Sunday,Q3
Garret Kinder,Initech,Lost,2017-08-22,0.0,8.0,2017.0,2017.0,8.0,Aug,Tuesday,Q3
Garret Kinder,Vehement Capital Partners,Won,2017-09-18,5206.0,9.0,2017.0,2017.0,9.0,Sep,Monday,Q3
Gladys Colclough,Finhigh,Won,2017-09-04,3621.0,9.0,2017.0,2017.0,9.0,Sep,Monday,Q3
Kami Bicknell,Faxquote,Won,2017-06-25,4756.0,6.0,2017.0,2017.0,6.0,Jun,Sunday,Q2
Lajuana Vencill,Isdom,Lost,2017-08-29,0.0,8.0,2017.0,2017.0,8.0,Aug,Tuesday,Q3
Lajuana Vencill,Stanredtax,Won,2017-06-24,3228.0,6.0,2017.0,2017.0,6.0,Jun,Saturday,Q2
Markita Hansen,Toughzap,Engaging,,472.0,-1.0,-1.0,,,,,
Niesha Huffines,Bioholding,Won,2017-09-17,1063.0,9.0,2017.0,2017.0,9.0,Sep,Sunday,Q3
Reed Clapper,Yearin,Lost,2017-08-19,0.0,8.0,2017.0,2017.0,8.0,Aug,Saturday,Q3
Rosie Papadopoulos,Xx-zobam,Engaging,,472.0,-1.0,-1.0,,,,,
Vicki Laflamme,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Violet Mclelland,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Zane Levy,Newex,Won,2017-06-27,4234.0,6.0,2017.0,2017.0,6.0,Jun,Tuesday,Q2
Cassey Cress,Plussunin,Won,2017-09-16,1198.0,9.0,2017.0,2017.0,9.0,Sep,Saturday,Q3
Corliss Cosme,Sumace,Won,2017-09-09,4960.0,9.0,2017.0,2017.0,9.0,Sep,Saturday,Q3
Darcel Schlecht,Betatech,Won,2017-08-22,576.0,8.0,2017.0,2017.0,8.0,Aug,Tuesday,Q3
Darcel Schlecht,Globex Corporation,Won,2017-08-25,5614.0,8.0,2017.0,2017.0,8.0,Aug,Friday,Q3
Darcel Schlecht,Streethex,Won,2017-08-30,3422.0,8.0,2017.0,2017.0,8.0,Aug,Wednesday,Q3
Elease Gluck,Rantouch,Engaging,,472.0,-1.0,-1.0,,,,,
James Ascencio,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
James Ascencio,Finjob,Won,2017-06-24,5306.0,6.0,2017.0,2017.0,6.0,Jun,Saturday,Q2
Kami Bicknell,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Kami Bicknell,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Kary Hendrixson,Sonron,Engaging,,472.0,-1.0,-1.0,,,,,
Kary Hendrixson,Golddex,Lost,2017-09-06,0.0,9.0,2017.0,2017.0,9.0,Sep,Wednesday,Q3
Lajuana Vencill,Inity,Won,2017-09-19,60.0,9.0,2017.0,2017.0,9.0,Sep,Tuesday,Q3
Markita Hansen,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Markita Hansen,Konex,Lost,2017-08-15,0.0,8.0,2017.0,2017.0,8.0,Aug,Tuesday,Q3
Moses Frase,Bioholding,Won,2017-08-16,5018.0,8.0,2017.0,2017.0,8.0,Aug,Wednesday,Q3
Vicki Laflamme,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Vicki Laflamme,Groovestreet,Won,2017-09-17,3295.0,9.0,2017.0,2017.0,9.0,Sep,Sunday,Q3
Anna Snelling,Rundofase,Won,2017-08-29,61.0,8.0,2017.0,2017.0,8.0,Aug,Tuesday,Q3
Boris Faz,Mathtouch,Lost,2017-07-01,0.0,7.0,2017.0,2017.0,7.0,Jul,Saturday,Q3
Cassey Cress,Scottech,Engaging,,472.0,-1.0,-1.0,,,,,
Cassey Cress,Zathunicon,Won,2017-09-23,59.0,9.0,2017.0,2017.0,9.0,Sep,Saturday,Q3
Daniell Hammack,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Daniell Hammack,Groovestreet,Engaging,,472.0,-1.0,-1.0,,,,,
Daniell Hammack,Mathtouch,Won,2017-06-26,3720.0,6.0,2017.0,2017.0,6.0,Jun,Monday,Q2
Darcel Schlecht,Isdom,Lost,2017-08-15,0.0,8.0,2017.0,2017.0,8.0,Aug,Tuesday,Q3
Darcel Schlecht,Funholding,Won,2017-08-16,5088.0,8.0,2017.0,2017.0,8.0,Aug,Wednesday,Q3
Elease Gluck,Scotfind,Won,2017-06-28,6666.0,6.0,2017.0,2017.0,6.0,Jun,Wednesday,Q2
Gladys Colclough,Ron-tech,Lost,2017-08-02,0.0,8.0,2017.0,2017.0,8.0,Aug,Wednesday,Q3
Gladys Colclough,Isdom,Won,2017-06-23,5115.0,6.0,2017.0,2017.0,6.0,Jun,Friday,Q2
James Ascencio,Gekko & Co,Engaging,,472.0,-1.0,-1.0,,,,,
Jonathan Berthelot,Stanredtax,Lost,2017-08-21,0.0,8.0,2017.0,2017.0,8.0,Aug,Monday,Q3
Jonathan Berthelot,Isdom,Won,2017-07-01,1149.0,7.0,2017.0,2017.0,7.0,Jul,Saturday,Q3
Jonathan Berthelot,Bioholding,Won,2017-09-15,5220.0,9.0,2017.0,2017.0,9.0,Sep,Friday,Q3
Jonathan Berthelot,Stanredtax,Won,2017-06-22,60.0,6.0,2017.0,2017.0,6.0,Jun,Thursday,Q2
Kami Bicknell,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Kami Bicknell,Lexiqvolax,Won,2017-06-22,551.0,6.0,2017.0,2017.0,6.0,Jun,Thursday,Q2
Markita Hansen,Cheers,Won,2017-09-28,505.0,9.0,2017.0,2017.0,9.0,Sep,Thursday,Q3
Marty Freudenburg,Warephase,Lost,2017-09-03,0.0,9.0,2017.0,2017.0,9.0,Sep,Sunday,Q3
Marty Freudenburg,Globex Corporation,Won,2017-08-21,5472.0,8.0,2017.0,2017.0,8.0,Aug,Monday,Q3
Niesha Huffines,Genco Pura Olive Oil Company,Lost,2017-06-21,0.0,6.0,2017.0,2017.0,6.0,Jun,Wednesday,Q2
Vicki Laflamme,Fasehatice,Lost,2017-08-29,0.0,8.0,2017.0,2017.0,8.0,Aug,Tuesday,Q3
Anna Snelling,Funholding,Lost,2017-08-28,0.0,8.0,2017.0,2017.0,8.0,Aug,Monday,Q3
Anna Snelling,Hottechi,Won,2017-08-24,5271.0,8.0,2017.0,2017.0,8.0,Aug,Thursday,Q3
Boris Faz,Bioplex,Won,2017-08-23,49.0,8.0,2017.0,2017.0,8.0,Aug,Wednesday,Q3
Cassey Cress,Opentech,Lost,2017-06-30,0.0,6.0,2017.0,2017.0,6.0,Jun,Friday,Q2
Corliss Cosme,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Corliss Cosme,Initech,Won,2017-09-21,1236.0,9.0,2017.0,2017.0,9.0,Sep,Thursday,Q3
Daniell Hammack,Zencorporation,Won,2017-06-21,5388.0,6.0,2017.0,2017.0,6.0,Jun,Wednesday,Q2
Darcel Schlecht,Conecom,Lost,2017-08-27,0.0,8.0,2017.0,2017.0,8.0,Aug,Sunday,Q3
Darcel Schlecht,Funholding,Won,2017-09-26,5449.0,9.0,2017.0,2017.0,9.0,Sep,Tuesday,Q3
Darcel Schlecht,Funholding,Won,2017-06-25,5030.0,6.0,2017.0,2017.0,6.0,Jun,Sunday,Q2
Darcel Schlecht,Hottechi,Won,2017-08-22,5195.0,8.0,2017.0,2017.0,8.0,Aug,Tuesday,Q3
Hayden Neloms,Condax,Won,2017-06-25,55.0,6.0,2017.0,2017.0,6.0,Jun,Sunday,Q2
Hayden Neloms,Fasehatice,Won,2017-09-29,62.0,9.0,2017.0,2017.0,9.0,Sep,Friday,Q3
James Ascencio,Sunnamplex,Won,2017-08-19,459.0,8.0,2017.0,2017.0,8.0,Aug,Saturday,Q3
Kami Bicknell,Y-corporation,Lost,2017-08-25,0.0,8.0,2017.0,2017.0,8.0,Aug,Friday,Q3
Kami Bicknell,Y-corporation,Won,2017-08-07,1097.0,8.0,2017.0,2017.0,8.0,Aug,Monday,Q3
Kami Bicknell,Plexzap,Won,2017-09-29,5033.0,9.0,2017.0,2017.0,9.0,Sep,Friday,Q3
Kary Hendrixson,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Kary Hendrixson,Blackzim,Won,2017-09-22,4966.0,9.0,2017.0,2017.0,9.0,Sep,Friday,Q3
Kary Hendrixson,Finjob,Won,2017-06-24,52.0,6.0,2017.0,2017.0,6.0,Jun,Saturday,Q2
Markita Hansen,Doncon,Won,2017-06-27,54.0,6.0,2017.0,2017.0,6.0,Jun,Tuesday,Q2
Maureen Marcano,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Maureen Marcano,Sonron,Won,2017-09-12,5816.0,9.0,2017.0,2017.0,9.0,Sep,Tuesday,Q3
Maureen Marcano,Condax,Won,2017-09-03,53.0,9.0,2017.0,2017.0,9.0,Sep,Sunday,Q3
Maureen Marcano,Plexzap,Won,2017-08-15,3994.0,8.0,2017.0,2017.0,8.0,Aug,Tuesday,Q3
Moses Frase,Warephase,Lost,2017-06-28,0.0,6.0,2017.0,2017.0,6.0,Jun,Wednesday,Q2
Moses Frase,Statholdings,Won,2017-09-04,57.0,9.0,2017.0,2017.0,9.0,Sep,Monday,Q3
Reed Clapper,Condax,Lost,2017-07-02,0.0,7.0,2017.0,2017.0,7.0,Jul,Sunday,Q3
Rosalina Dieter,Scotfind,Won,2017-08-05,3752.0,8.0,2017.0,2017.0,8.0,Aug,Saturday,Q3
Rosie Papadopoulos,Condax,Won,2017-09-21,4759.0,9.0,2017.0,2017.0,9.0,Sep,Thursday,Q3
Versie Hillebrand,Statholdings,Won,2017-08-24,555.0,8.0,2017.0,2017.0,8.0,Aug,Thursday,Q3
Violet Mclelland,Umbrella Corporation,Lost,2017-06-24,0.0,6.0,2017.0,2017.0,6.0,Jun,Saturday,Q2
Zane Levy,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Zane Levy,Konex,Won,2017-09-20,1213.0,9.0,2017.0,2017.0,9.0,Sep,Wednesday,Q3
Zane Levy,Sonron,Won,2017-09-08,4428.0,9.0,2017.0,2017.0,9.0,Sep,Friday,Q3
Boris Faz,Xx-zobam,Lost,2017-07-02,0.0,7.0,2017.0,2017.0,7.0,Jul,Sunday,Q3
Cassey Cress,Condax,Engaging,,472.0,-1.0,-1.0,,,,,
Cassey Cress,Konex,Lost,2017-08-08,0.0,8.0,2017.0,2017.0,8.0,Aug,Tuesday,Q3
Cecily Lampkin,Streethex,Lost,2017-06-27,0.0,6.0,2017.0,2017.0,6.0,Jun,Tuesday,Q2
Corliss Cosme,Xx-zobam,Lost,2017-09-21,0.0,9.0,2017.0,2017.0,9.0,Sep,Thursday,Q3
Daniell Hammack,Iselectrics,Lost,2017-06-25,0.0,6.0,2017.0,2017.0,6.0,Jun,Sunday,Q2
Daniell Hammack,Kan-code,Won,2017-08-25,62.0,8.0,2017.0,2017.0,8.0,Aug,Friday,Q3
Darcel Schlecht,Bioholding,Lost,2017-09-11,0.0,9.0,2017.0,2017.0,9.0,Sep,Monday,Q3
Donn Cantrell,Silis,Won,2017-08-09,3546.0,8.0,2017.0,2017.0,8.0,Aug,Wednesday,Q3
Elease Gluck,Sumace,Engaging,,472.0,-1.0,-1.0,,,,,
James Ascencio,Domzoom,Engaging,,472.0,-1.0,-1.0,,,,,
James Ascencio,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Jonathan Berthelot,Hottechi,Won,2017-08-20,1132.0,8.0,2017.0,2017.0,8.0,Aug,Sunday,Q3
Kami Bicknell,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Kami Bicknell,Cheers,Lost,2017-08-13,0.0,8.0,2017.0,2017.0,8.0,Aug,Sunday,Q3
Maureen Marcano,Condax,Won,2017-08-19,57.0,8.0,2017.0,2017.0,8.0,Aug,Saturday,Q3
Maureen Marcano,Fasehatice,Won,2017-06-23,61.0,6.0,2017.0,2017.0,6.0,Jun,Friday,Q2
Maureen Marcano,Plusstrip,Won,2017-07-01,57.0,7.0,2017.0,2017.0,7.0,Jul,Saturday,Q3
Reed Clapper,Massive Dynamic,Won,2017-09-14,649.0,9.0,2017.0,2017.0,9.0,Sep,Thursday,Q3
Rosie Papadopoulos,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Rosie Papadopoulos,Donware,Lost,2017-08-15,0.0,8.0,2017.0,2017.0,8.0,Aug,Tuesday,Q3
Versie Hillebrand,Finhigh,Won,2017-07-01,4813.0,7.0,2017.0,2017.0,7.0,Jul,Saturday,Q3
Vicki Laflamme,Doncon,Lost,2017-06-23,0.0,6.0,2017.0,2017.0,6.0,Jun,Friday,Q2
Vicki Laflamme,Blackzim,Won,2017-07-01,51.0,7.0,2017.0,2017.0,7.0,Jul,Saturday,Q3
Vicki Laflamme,Goodsilron,Won,2017-09-13,3241.0,9.0,2017.0,2017.0,9.0,Sep,Wednesday,Q3
Violet Mclelland,Initech,Lost,2017-08-04,0.0,8.0,2017.0,2017.0,8.0,Aug,Friday,Q3
Violet Mclelland,Sumace,Won,2017-09-12,592.0,9.0,2017.0,2017.0,9.0,Sep,Tuesday,Q3
Wilburn Farren,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Wilburn Farren,Zotware,Won,2017-09-20,506.0,9.0,2017.0,2017.0,9.0,Sep,Wednesday,Q3
Zane Levy,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Zane Levy,Labdrill,Lost,2017-09-25,0.0,9.0,2017.0,2017.0,9.0,Sep,Monday,Q3
